ID_Pedido,Fecha_Pedido,Fecha_Entrega,ID_Cliente,Cliente,Ciudad,Region,Canal,Vendedor,SKU,Producto,Categoria,Unidades,Precio_Lista,Descuento_Porc,Precio_Final,Ingreso_Bruto,Ingreso_Neto,Costo_Logistico,Unidades_Devueltas,Estado_Entrega,Codigo_Promocion
PED010803,2025-12-16,2025-12-19,CL042,Distribuidora Cafetalera del Norte MX,Toluca,Centro,Mayoreo,Iván Durán,SKU002,Café Tradicional Molido 500g,Tradicional,67,148,0.2204,115.38,9916,7730.46,521.32,2,Entregado a tiempo,
PED010803,2025-12-09,2025-12-12,CL060,Comercializadora Horizonte S. de R.L.,Puerto Vallarta,Occidente,E-commerce,Andrés Castañeda,SKU010,Descafeinado Molido 250g,Descafeinado,22,124,0.0937,112.38,2728,2472.36,426.05,1,Entregado a tiempo,
PED010804,2025-10-14,2025-10-18,CL014,Comercializadora Horizonte Comercial,Saltillo,Norte,E-commerce,Valeria Solís,SKU001,Café Tradicional Molido 250g,Tradicional,33,78,0.0885,71.1,2574,2346.3,386.17,0,Entregado a tiempo,
PED010804,2025-12-18,2025-12-20,CL004,Comercializadora Tostado Fino Comercial,Hermosillo,Norte,HORECA,Valeria Solís,SKU007,Café Orgánico Molido 250g,Orgánico,82,132,0.1075,117.81,10824,9660.42,875.9,0,Entregado a tiempo,
PED010805,2025-12-17,2025-12-21,CL039,Café y Punto Gourmet,Toluca,Centro,E-commerce,Luis Peña,SKU008 ,Café Orgánico Molido 500g,Orgánico,18,248,0.0657,231.71,4464,4170.78,642.87,1,Entregado a tiempo,PROMO25
PED010805,2025-11-16,2025-11-22,CL037,Cadena Selecta Retail MX,Querétaro,Centro,E-commerce,Valeria Solís,SKU019,Drip Bags Selección 8 pzas,Especialidad,27,158,0.0845,144.65,4266,3905.55,497.99,1,Entregado a tiempo,
PED010806,2025-10-14,2025-10-20,CL047,Tiendas Urbanas MX MX,Puebla,Centro,Autoservicio,Luis Peña,SKU017,Cápsulas Descafeinadas 10 pzas,Cápsulas,55,108,0.0664,100.83,5940,5545.65,550.05,2,Entregado a tiempo,
PED010806,2025-11-28,2025-12-01,CL037,Cadena Selecta Retail MX,Querétaro,Centro,Autoservicio,Andrés Castañeda,SKU013,Café de Altura 340g,Especialidad,82,176,0.1219,154.55,14432,12673.1,1198.01,1,Entregado a tiempo,
PED010807,2025-11-11,2025-11-23,CL024,Mercados Unidos del Bajío Comercial,Chihuahua,Norte,HORECA,Iván Durán,SKU019,Drip Bags Selección 8 pzas,Especialidad,53,158,0.1173,139.47,8374,7391.91,799.67,0,Entregado con atraso,
PED010807,2025-12-01,2025-12-11,CL012,Tiendas Plaza Viva S. de R.L.,Monterrey,Norte,HORECA,Andrés Castañeda,SKU001,Café Tradicional Molido 250g,Tradicional,17,78,0.0589,73.41,1326,1247.97,122.57,0,Entregado con atraso,
PED010808,2025-12-23,2025-12-25,CL005,Bodega San Gabriel,Torreón,Norte,Mayoreo,Valeria Solís,SKU010,Descafeinado Molido 250g,Descafeinado,303,124,0.1775,101.99,37572,30902.97,1904.78,1,Entregado a tiempo,
PED010808,2025-11-30,2025-12-05,CL007,Cafe de Barrio Premium S. de R.L.,Chihuahua,Norte,HORECA,Luis Peña,SKU002,Café Tradicional Molido 500g,Tradicional,79,148,0.1119,131.44,11692,10383.76,1379.54,1,Entregado a tiempo,
PED010809,2025-09-28,2025-09-29,CL072,Café de Barrio Premium Comercial,Aguascalientes,Occidente,E-commerce,Iván Durán,SKU010,Descafeinado Molido 250g,Descafeinado,34,124,0.0453,118.38,4216,4024.92,562.1,2,Entregado a tiempo,
PED010809,2025-12-08,2025-12-12,CL012,Tiendas Plaza Viva S. de R.L.,Monterrey,Norte,HORECA,Sofía Gil,SKU007,Café Orgánico Molido 250g,Orgánico,25,132,0.0327,127.68,3300,3192.0,369.22,1,Entregado a tiempo,
PED010810,2025-11-23,2025-12-04,CL057,Tiendas Plaza Viva Comercial,Guadalajara,Occidente,HORECA,Paola Luna,SKU005,Café Premium Molido 500g,Premium,62,224,0.0452,213.88,13888,13260.56,1386.66,0,Entregado con atraso,
PED010810,2025-12-13,2025-12-18,CL043,Mercados Unidos del Bajío Comercial,Toluca,Centro,Mayoreo,Valeria Solís,SKU005,Café Premium Molido 500g,Premium,247,224,0.0835,205.3,55328,50709.1,3731.31,4,Entregado a tiempo,
PED010811,2025-11-25,2025-11-29,CL050,Cadena Selecta Retail S. de R.L.,León,Occidente,HORECA,Luis Peña,SKU019,Drip Bags Selección 8 pzas,Especialidad,90,158,0.1003,142.15,14220,12793.5,1454.52,2,Entregado a tiempo,
PED010811,2025-09-30,2025-10-05,CL029,Tiendas Urbanas MX,Ciudad de México,Centro,Autoservicio,Valeria Solís,SKU009,Café Orgánico Grano 1kg,Orgánico,154,462,0.1075,412.33,71148,63498.82,6229.75,2,Entregado a tiempo,
PED010812,2025-11-27,2025-11-28,CL042,Distribuidora Cafetalera del Norte MX,Toluca,Centro,Mayoreo,Iván Durán,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,190,102,0.1583,85.85,19380,16311.5,1038.25,2,Entregado a tiempo,
PED010812,2025-11-23,2025-11-26,CL017,Grupo Abasto Metropolitano S. de R.L.,Torreón,Norte,HORECA,Luis Peña,SKU007,Café Orgánico Molido 250g,Orgánico,33,132,0.0333,127.6,4356,4210.8,420.65,0,Entregado a tiempo,
PED010813,2025-11-27,2025-12-03,CL038,Comercializadora Horizonte Comercial,Querétaro,Centro,Autoservicio,Valeria Solís, SKU010,Descafeinado Molido 250g,Descafeinado,125,124,0.05,117.8,15500,14725.0,996.75,4,Entregado a tiempo,
PED010813,2025-09-13,2025-09-26,CL053,Bodega San Gabriel,Aguascalientes,Occidente,HORECA,Sofía Gil,SKU003,Café Tradicional Grano 1kg,Tradicional,12,276,0.1121,245.06,3312,2940.72,345.9,0,Entregado con atraso,
PED010814,2025-11-28,2025-12-02,CL063,Cafetería Estación Central,Puerto Vallarta,Occidente,Mayoreo,Sofía Gil,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,166,96,0.0715,89.14,15936,14797.24,1012.43,5,Entregado a tiempo,
PED010814,2025-10-15,2025-10-20,CL011,Cafetería Estación Central S.A. de C.V.,Chihuahua,Norte,Autoservicio,Valeria Solís,SKU008,Café Orgánico Molido 500g,Orgánico,226,248,0.1232,217.45,56048,49143.7,4471.72,5,Entregado a tiempo,
PED010815,2025-12-15,2025-12-19,CL028,Grupo Abasto Metropolitano Comercial,CDMX,Centro,Autoservicio,Sofía Gil,SKU002,Café Tradicional Molido 500g,Tradicional,91,148,0.1132,131.25,13468,11943.75,1215.48,0,Entregado a tiempo,
PED010815,2025-10-28,2025-11-01,CL059,Comercializadora Tostado Fino S.A. de C.V.,León,Occidente,Mayoreo,Valeria Solís,SKU003,Café Tradicional Grano 1kg,Tradicional,103,276,0.1697,229.16,28428,23603.48,1535.21,0,Entregado a tiempo,
PED010816,2025-10-24,2025-10-26,CL044,Café Ruta 11 ,Puebla,Centro,Autoservicio,Luis Peña,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,76,96,0.0738,88.92,7296,6757.92,538.7,2,Entregado a tiempo,
PED010816,2025-12-25,2025-12-29,CL001,Café y Punto Gourmet S.A. de C.V.,Hermosillo,Norte,E-commerce,Sofía Gil,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,36,96,0.0319,92.94,3456,3345.84,667.31,0,Entregado a tiempo,
PED010817,2025-12-12,2025-12-16,CL024,Mercados Unidos del Bajío Comercial,Chihuahua,Norte,E-commerce,Paola Luna,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,15,102,0.053,96.59,1530,1448.85,288.62,1,Entregado a tiempo,
PED010817,2025-12-20,2025-12-22,CL038,Comercializadora Horizonte Comercial,Querétaro,Centro,Autoservicio,Iván Durán,SKU002,Café Tradicional Molido 500g,Tradicional,147,148,0.0671,138.07,21756,20296.29,1835.72,3,Entregado a tiempo,
PED010818,2025-11-04,2025-11-07,CL009,Café Ruta 11 Comercial,Monterrey,Norte,E-commerce,Luis Peña,SKU001,Café Tradicional Molido 250g,Tradicional,4,78,0.1118,69.28,312,277.12,41.53,0,Entregado a tiempo,PROMO10
PED010818,2025-11-09,2025-11-10,CL001,Café y Punto Gourmet S.A. de C.V.,Hermosillo,Norte,Autoservicio,Iván Durán,SKU017,Cápsulas Descafeinadas 10 pzas,Cápsulas,42,108,0.0851,98.81,4536,4150.02,296.03,1,Entregado a tiempo,
PED010819,2025-11-27,2025-12-03,CL022,Comercializadora Tostado Fino S. de R.L.,Hermosillo,Norte,Autoservicio,Paola Luna,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,69,102,0.0849,93.34,7038,6440.46,559.17,1,Entregado a tiempo,
PED010819,2025-11-29,2025-12-03,CL031,Tiendas Plaza Viva S. de R.L.,Querétaro,Centro,HORECA,Paola Luna, SKU001,Café Tradicional Molido 250g,Tradicional,120,78,0.0992,70.26,9360,8431.2,744.8,3,Entregado a tiempo,
PED010820,2025-10-20,2025-10-24,CL033,Mayoreo Sol del Pacífico Comercial,Querétaro,Centro,Autoservicio,Valeria Solís,SKU005 ,Café Premium Molido 500g,Premium,195,224,0.0755,207.09,43680,40382.55,3162.24,0,Entregado a tiempo,
PED010820,2025-09-02,2025-09-08,CL051,Tiendas Urbanas MX MX,Morelia,Occidente,Autoservicio,Luis Peña,SKU009,Café Orgánico Grano 1kg,Orgánico,237,462,0.0547,436.73,109494,103505.01,7657.78,0,Entregado a tiempo,
PED010821,2025-12-20,2025-12-21,CL016,Cadena Selecta Retail S.A. de C.V.,Monterrey,Norte,HORECA,Andrés Castañeda,SKU001,Café Tradicional Molido 250g,Tradicional,61,78,0.0551,73.7,4758,4495.7,579.78,0,Entregado a tiempo,
PED010821,2025-11-07,2025-11-15,CL052,Distribuidora Cafetalera del Norte Comercial,Aguascalientes,Occidente,Mayoreo,Iván Durán,SKU001,Café Tradicional Molido 250g,Tradicional,292,78,0.1621,65.36,22776,19085.12,1421.39,4,Entregado con atraso,
PED010822,2025-09-04,2025-09-12,CL052,Distribuidora Cafetalera del Norte Comercial,Aguascalientes,Occidente,Mayoreo,Sofía Gil,SKU019,Drip Bags Selección 8 pzas,Especialidad,127,158,0.1434,135.34,20066,17188.18,992.93,0,Entregado con atraso,
PED010822,2025-10-16,2025-10-21,CL059,Comercializadora Tostado Fino S.A. de C.V.,León,Occidente,Mayoreo,Andrés Castañeda,SKU001,Café Tradicional Molido 250g,Tradicional,206,78,0.0919,70.83,16068,14590.98,1101.92,3,Entregado a tiempo,
PED010823,2025-10-18,2025-10-19,CL058,Marketplace Espresso Shop,Morelia,Occidente,Mayoreo,Luis Peña,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,342,102,0.0859,93.24,34884,31888.08,2145.9,1,Entregado a tiempo,
PED010823,2025-11-21,2025-11-25,CL049,Café y Punto Gourmet S.A. de C.V.,Guadalajara,Occidente,HORECA,Iván Durán,SKU012,Espresso Grano 1kg,Especialidad,20,468,0.0818,429.72,9360,8594.4,799.61,0,Entregado a tiempo,
PED010824,2025-11-05,2025-11-06,CL051,Tiendas Urbanas MX MX,Morelia,Occidente,Autoservicio,Paola Luna,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,197,102,0.0635,95.52,20094,18817.44,1998.83,1,Entregado a tiempo,
PED010824,2025-10-18,2025-10-21,CL026,Café Ruta 11 S. de R.L.,Ciudad de México,Centro,Autoservicio,Andrés Castañeda,SKU002,Café Tradicional Molido 500g,Tradicional,71,148,0.0528,140.19,10508,9953.49,995.46,2,Entregado a tiempo,
PED010825,2025-10-11,2025-10-19,CL048,Bodega San Gabriel Comercial,Toluca,Centro,Autoservicio,Valeria Solís,SKU005,Café Premium Molido 500g,Premium,135,224,0.1829,183.03,30240,24709.05,1780.68,1,Entregado con atraso,PROMO42
PED010825,2025-12-25,2025-12-30,CL005,Bodega San Gabriel,Torreón,Norte,Mayoreo,Luis Peña,SKU019,Drip Bags Selección 8 pzas,Especialidad,49,158,0.1545,133.59,7742,6545.91,500.2,1,Entregado a tiempo,
PED010826,2025-12-23,2025-12-24,CL053,Bodega San Gabriel,Aguascalientes,Occidente,HORECA,Luis Peña,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,74,102,0.0545,96.44,7548,7136.56,793.38,2,Entregado a tiempo,
PED010826,2025-11-02,2025-11-07,CL039,Café y Punto Gourmet,Toluca,Centro,E-commerce,Paola Luna,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,17,96,0.0585,90.38,1632,1536.46,186.38,1,Entregado a tiempo,
PED010827,2025-09-20,2025-09-24,CL015,Marketplace Espresso Shop,Torreón,Norte,Mayoreo,Andrés Castañeda,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,345,96,0.1744,79.26,33120,27344.7,2080.93,1,Entregado a tiempo,
PED010827,2025-11-22,,CL048,Bodega San Gabriel Comercial,Toluca,Centro,E-commerce,Sofía Gil,SKU001,Café Tradicional Molido 250g,Tradicional,19,78,0.0384,75.0,1482,1425.0,251.01,0,Pendiente,
PED010828,2025-12-11,2025-12-15,CL044,Café Ruta 11 ,Puebla,Centro,Autoservicio,Paola Luna,SKU006,Café Premium Grano 1kg,Premium,193,429,0.065,401.12,82797,77416.16,5697.4,2,Entregado a tiempo,
PED010828,2025-10-31,2025-11-02,CL044,Café Ruta 11 ,Puebla,Centro,E-commerce,Iván Durán,SKU014,Blend Casa 1kg,Especialidad,27,396,0.0571,373.39,10692,10081.53,1682.88,0,Entregado a tiempo,
PED010829,2025-12-26,2025-12-27,CL011,Cafetería Estación Central S.A. de C.V.,Chihuahua,Norte,Autoservicio,Andrés Castañeda,SKU002,Café Tradicional Molido 500g,Tradicional,86,148,0.1039,132.62,12728,11405.32,1064.82,2,Entregado a tiempo,
PED010829,2025-12-12,2025-12-17,CL051,Tiendas Urbanas MX MX,Morelia,Occidente,Autoservicio,Iván Durán,SKU001,Café Tradicional Molido 250g,Tradicional,144,78,0.1305,67.82,11232,9766.08,923.02,3,Entregado a tiempo,
PED010830,2025-09-22,2025-09-28,CL039,Café y Punto Gourmet,Toluca,Centro,E-commerce,Sofía Gil,SKU001,Café Tradicional Molido 250g,Tradicional,7,78,0.1561,65.82,546,460.74,59.34,0,Entregado a tiempo,PROMO13
PED010830,2025-10-12,2025-10-17,CL016,Cadena Selecta Retail S.A. de C.V.,MTY,Norte,HORECA,Andrés Castañeda,SKU002,Café Tradicional Molido 500g,Tradicional,19,148,0.0857,135.32,2812,2571.08,263.17,0,Entregado a tiempo,
PED010831,2025-11-09,2025-11-12,CL047,Tiendas Urbanas MX MX,Puebla,Centro,Autoservicio,Valeria Solís,SKU001,Café Tradicional Molido 250g,Tradicional,150,78,0.1339,67.56,11700,10134.0,886.39,0,Entregado a tiempo,
PED010831,2025-11-11,2025-11-21,CL025,Mercados Unidos del Bajío S.A. de C.V.,Querétaro,Centro,Autoservicio,Iván Durán,SKU013,Café de Altura 340g,Especialidad,240,176,0.0462,167.87,42240,40288.8,3944.24,6,Entregado con atraso,
PED010832,2025-12-22,2025-12-31,CL002,Super Abarrotes La Sierra S. de R.L.,Monterrey,Norte,Mayoreo,Luis Peña,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,226,96,0.0698,89.3,21696,20181.8,1738.18,7,Entregado con atraso,
PED010832,2025-09-04,2025-09-08,CL058,Marketplace Espresso Shop,Morelia,Occidente,Mayoreo,Iván Durán,SKU004,Café Premium Molido 250g,Premium,340,118,0.172,97.7,40120,33218.0,2482.76,9,Entregado a tiempo,
PED010833,2025-09-18,2025-09-23,CL064,Mayoreo Sol del Pacífico S.A. de C.V.,Morelia,Occidente,Mayoreo,Sofía Gil,SKU001,Café Tradicional Molido 250g,Tradicional,356,78,0.1826,63.76,27768,22698.56,1802.63,0,Entregado a tiempo,
PED010833,2025-10-15,2025-10-21,CL037,Cadena Selecta Retail MX,Querétaro,Centro,Mayoreo,Valeria Solís,SKU003,Café Tradicional Grano 1kg,Tradicional,201,276,0.1494,234.77,55476,47188.77,3038.98,5,Entregado a tiempo,
PED010834,2025-11-24,2025-12-01,CL024,Mercados Unidos del Bajío Comercial,Chihuahua,Norte,Autoservicio,Sofía Gil,SKU002,Café Tradicional Molido 500g,Tradicional,153,148,0.1124,131.36,22644,20098.08,1788.95,0,Entregado con atraso,
PED010834,2025-12-08,2025-12-11,CL046,Grupo Abasto Metropolitano S. de R.L.,Ciudad de México,Centro,HORECA,Valeria Solís,SKU013,Café de Altura 340g,Especialidad,80,176,0.0914,159.91,14080,12792.8,1408.38,2,Entregado a tiempo,
PED010835,2025-11-03,2025-11-08,CL001,Café y Punto Gourmet S.A. de C.V.,Hermosillo,Norte,Autoservicio,Sofía Gil,SKU009,Café Orgánico Grano 1kg,Orgánico,13,462,0.1302,401.85,6006,5224.05,459.0,0,Entregado a tiempo,
PED010835,2025-12-29,2026-01-01,CL010,Corporativo Delta Servicios,Torreón,Norte,HORECA,Sofía Gil,SKU001,Café Tradicional Molido 250g,Tradicional,15,78,0.0966,70.47,1170,1057.05,100.98,0,Entregado a tiempo,
PED010836,2025-10-15,,CL005,Bodega San Gabriel,Torreón,Norte,Autoservicio,Valeria Solís,SKU004,Café Premium Molido 250g,Premium,160,118,0.1089,105.15,18880,16824.0,1437.53,3,Pendiente,
PED010836,2025-10-03,,CL002,Super Abarrotes La Sierra S. de R.L.,Monterrey,Norte,E-commerce,Iván Durán,SKU001,Café Tradicional Molido 250g,Tradicional,10,78,0.0866,71.25,780,712.5,133.4,1,Pendiente,
PED010837,2025-12-15,2025-12-29,CL023,Bodega San Gabriel MX,Hermosillo,Norte,Mayoreo,Valeria Solís,SKU011,Descafeinado Molido 500g,Descafeinado,288,236,0.1551,199.4,67968,57427.2,4590.45,3,Entregado con atraso,
PED010837,2025-09-10,,CL018,Distribuidora Monte Claro MX,Hermosillo,Norte,Autoservicio,Paola Luna, SKU017,Cápsulas Descafeinadas 10 pzas,Cápsulas,124,108,0.1157,95.5,13392,11842.0,1262.95,0,Pendiente,
PED010838,2025-10-01,2025-10-04,CL065,Grupo Abasto Metropolitano S. de R.L.,Guadalajara,Occidente,HORECA,Luis Peña,SKU001,Café Tradicional Molido 250g,Tradicional,92,78,0.0779,71.92,7176,6616.64,552.0,2,Entregado a tiempo,
PED010838,2025-09-20,2025-09-26,CL017,Grupo Abasto Metropolitano S. de R.L.,Torreón,Norte,Autoservicio,Valeria Solís,SKU004,Café Premium Molido 250g,Premium,192,118,0.0487,112.25,22656,21552.0,2108.93,3,Entregado a tiempo,
PED010839,2025-09-27,2025-09-28,CL062,Distribuidora Monte Claro Comercial,Morelia,Occidente,Autoservicio,Andrés Castañeda,SKU014,Blend Casa 1kg,Especialidad,17,396,0.0711,367.84,6732,6253.28,448.56,0,Entregado a tiempo,
PED010839,2025-11-20,2025-11-22,CL001,Café y Punto Gourmet S.A. de C.V.,Hermosillo,Norte,Autoservicio,Iván Durán,SKU004,Café Premium Molido 250g,Premium,63,118,0.0766,108.96,7434,6864.48,778.0,1,Entregado a tiempo,
PED010840,2025-09-11,2025-09-15,CL060,Comercializadora Horizonte S. de R.L.,Puerto Vallarta,Occidente,E-commerce,Valeria Solís,SKU009,Café Orgánico Grano 1kg,Orgánico,34,462,0.0559,436.17,15708,14829.78,2370.81,2,Entregado a tiempo,
PED010840,2025-11-24,2025-11-27,CL009,Café Ruta 11 Comercial,Monterrey,Norte,E-commerce,Valeria Solís,SKU001,Café Tradicional Molido 250g,Tradicional,35,78,0.0615,73.2,2730,2562.0,330.89,1,Entregado a tiempo,
PED010841,2025-12-28,2025-12-29,CL044,Café Ruta 11 ,Puebla,Centro,HORECA,Valeria Solís,SKU010,Descafeinado Molido 250g,Descafeinado,112,124,0.1109,110.25,13888,12348.0,1390.45,0,Entregado a tiempo,
PED010841,2025-09-25,2025-09-29,CL066,Super Abarrotes La Sierra MX,Guadalajara,Occidente,HORECA,Valeria Solís,SKU017,Cápsulas Descafeinadas 10 pzas,Cápsulas,36,108,0.111,96.01,3888,3456.36,387.97,1,Entregado a tiempo,
PED010842,2025-11-06,2025-11-12,CL004,Comercializadora Tostado Fino Comercial,Hermosillo,Norte,Mayoreo,Iván Durán,SKU004,Café Premium Molido 250g,Premium,257,118,0.1487,100.45,30326,25815.65,1814.7,5,Entregado a tiempo,
PED010842,2025-11-26,2025-12-01,CL045,Comercializadora Tostado Fino S.A. de C.V.,CDMX,Centro,Mayoreo,Iván Durán,SKU004,Café Premium Molido 250g,Premium,42,118,0.1219,103.62,4956,4352.04,343.08,1,Entregado a tiempo,
PED010843,2025-12-07,2025-12-08,CL018,Distribuidora Monte Claro MX,Hermosillo,Norte,Autoservicio,Luis Peña,SKU018,Cold Brew Concentrado 1L,Bebidas listas,201,168,0.054,158.93,33768,31944.93,2685.7,5,Entregado a tiempo,
PED010843,2025-11-02,2025-11-06,CL057,Tiendas Plaza Viva Comercial,Guadalajara,Occidente,HORECA,Andrés Castañeda,SKU011,Descafeinado Molido 500g,Descafeinado,119,236,0.0685,219.83,28084,26159.77,2833.89,1,Entregado a tiempo,
PED010844,2025-11-12,2025-11-14,CL008,Distribuidora Cafetalera del Norte MX,Chihuahua,Norte,Mayoreo,Sofía Gil,SKU011 ,Descafeinado Molido 500g,Descafeinado,66,236,0.0741,218.51,15576,14421.66,1165.41,1,Entregado a tiempo,
PED010844,2025-10-19,2025-10-24,CL018,Distribuidora Monte Claro MX,Hermosillo,Norte,HORECA,Paola Luna,SKU014,Blend Casa 1kg,Especialidad,90,396,0.113,351.25,35640,31612.5,3582.02,0,Entregado a tiempo,PROMO22
PED010845,2025-12-17,2025-12-20,CL019,Café y Punto Gourmet Comercial,Hermosillo,Norte,E-commerce,Valeria Solís,SKU012,Espresso Grano 1kg,Especialidad,2,468,0.0929,424.52,936,849.04,125.49,0,Entregado a tiempo,
PED010845,2025-09-16,2025-09-20,CL013,Mayoreo Sol del Pacífico MX ,Torreón,Norte,HORECA,Luis Peña,SKU002,Café Tradicional Molido 500g,Tradicional,120,148,0.0518,140.33,17760,16839.6,1695.76,3,Entregado a tiempo,
PED010846,2025-09-18,2025-09-24,CL043,Mercados Unidos del Bajío Comercial,Toluca,Centro,Mayoreo,Luis Peña,SKU004,Café Premium Molido 250g,Premium,356,118,0.1586,99.29,42008,35347.24,1792.32,0,Entregado a tiempo,
PED010846,2025-09-17,2025-09-19,CL005,Bodega San Gabriel,Torreón,Norte,Mayoreo,Luis Peña,SKU002,Café Tradicional Molido 500g,Tradicional,182,148,0.1109,131.59,26936,23949.38,1609.76,1,Entregado a tiempo,
PED010847,2025-11-27,2025-11-30,CL053,Bodega San Gabriel,Aguascalientes,Occidente,HORECA,Paola Luna,SKU004,Café Premium Molido 250g,Premium,40,118,0.0781,108.78,4720,4351.2,429.93,0,Entregado a tiempo,
PED010847,2025-11-19,2025-11-20,CL017,Grupo Abasto Metropolitano S. de R.L.,Torreón,Norte,Autoservicio,Iván Durán,SKU006,Café Premium Grano 1kg,Premium,148,429,0.142,368.08,63492,54475.84,4719.13,1,Entregado a tiempo,PROMO11
PED010848,2025-11-05,2025-11-08,CL043,Mercados Unidos del Bajío Comercial,Toluca,Centro,Mayoreo,Valeria Solís,SKU010,Descafeinado Molido 250g,Descafeinado,38,124,0.1196,109.17,4712,4148.46,317.61,1,Entregado a tiempo,
PED010848,2025-10-06,2025-10-07,CL017,Grupo Abasto Metropolitano S. de R.L.,Torreón,Norte,Autoservicio,Paola Luna,SKU015 ,Cápsulas Clásicas 10 pzas,Cápsulas,133,96,0.0653,89.73,12768,11934.09,970.31,1,Entregado a tiempo,
PED010849,2025-10-20,2025-10-31,CL069,Tiendas Urbanas MX S.A. de C.V.,Morelia,Occidente,Mayoreo,Paola Luna,SKU004,Café Premium Molido 250g,Premium,88,118,0.1563,99.56,10384,8761.28,685.05,1,Entregado con atraso,
PED010849,2025-09-03,2025-09-08,CL013,Mayoreo Sol del Pacífico MX ,Torreón,Norte,HORECA,Sofía Gil,SKU017,Cápsulas Descafeinadas 10 pzas,Cápsulas,26,108,0.0958,97.65,2808,2538.9,225.68,1,Entregado a tiempo,
PED010850,2025-10-27,2025-10-29,CL033,Mayoreo Sol del Pacífico Comercial,Querétaro,Centro,Autoservicio,Paola Luna,SKU011,Descafeinado Molido 500g,Descafeinado,113,236,0.1338,204.42,26668,23099.46,1674.65,1,Entregado a tiempo,
PED010850,2025-11-21,2025-12-04,CL039,Café y Punto Gourmet,Toluca,Centro,E-commerce,Valeria Solís,SKU012,Espresso Grano 1kg,Especialidad,18,468,0.0155,460.75,8424,8293.5,1391.54,1,Entregado con atraso,
PED010851,2025-10-16,2025-10-22,CL046,Grupo Abasto Metropolitano S. de R.L.,Ciudad de México,Centro,Autoservicio,Sofía Gil,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,199,102,0.0849,93.34,20298,18574.66,1711.29,4,Entregado a tiempo,
PED010851,2025-10-21,2025-11-02,CL036,Marketplace Espresso Shop S. de R.L.,CDMX,Centro,Mayoreo,Sofía Gil,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,267,102,0.1702,84.64,27234,22598.88,1788.85,2,Entregado con atraso,
PED010852,2025-11-04,2025-11-09,CL071,Bodega San Gabriel MX,León,Occidente,Mayoreo,Andrés Castañeda,SKU001,Café Tradicional Molido 250g,Tradicional,32,78,0.1449,66.7,2496,2134.4,134.82,0,Entregado a tiempo,
PED010852,2025-12-11,2025-12-15,CL054,Café de Barrio Premium S.A. de C.V.,Aguascalientes,Occidente,HORECA,Andrés Castañeda,SKU003,Café Tradicional Grano 1kg,Tradicional,46,276,0.1038,247.35,12696,11378.1,1195.97,1,Entregado a tiempo,
PED010853,2025-10-15,,CL024,Mercados Unidos del Bajío Comercial,Chihuahua,Norte,Autoservicio,Luis Peña,SKU002,Café Tradicional Molido 500g,Tradicional,15,148,0.089,134.83,2220,2022.45,192.3,0,Pendiente,
PED010853,2025-10-02,2025-10-12,CL047,Tiendas Urbanas MX MX,Puebla,Centro,HORECA,Andrés Castañeda,SKU002,Café Tradicional Molido 500g,Tradicional,6,148,0.1281,129.04,888,774.24,91.31,0,Entregado con atraso,PROMO12
PED010854,2025-12-30,2026-01-06,CL025,Mercados Unidos del Bajío S.A. de C.V.,Querétaro,Centro,E-commerce,Iván Durán,SKU001,Café Tradicional Molido 250g,Tradicional,22,78,0.0684,72.66,1716,1598.52,223.03,1,Entregado con atraso,
PED010854,2025-09-08,2025-09-10,CL003,Tiendas Urbanas MX MX,Chihuahua,Norte,Autoservicio,Valeria Solís,SKU009,Café Orgánico Grano 1kg,Orgánico,56,462,0.1028,414.51,25872,23212.56,2479.57,2,Entregado a tiempo,
PED010855,2025-10-01,2025-10-02,CL053,Bodega San Gabriel,Aguascalientes,Occidente,Mayoreo,Luis Peña,SKU003,Café Tradicional Grano 1kg,Tradicional,191,276,0.1783,226.79,52716,43316.89,2991.55,0,Entregado a tiempo,PROMO07
PED010855,2025-09-22,2025-09-25,CL060,Comercializadora Horizonte S. de R.L.,Puerto Vallarta,Occidente,E-commerce,Luis Peña,SKU018,Cold Brew Concentrado 1L,Bebidas listas,8,168,0.0513,159.38,1344,1275.04,185.09,0,Entregado a tiempo,
PED010856,2025-09-13,2025-09-24,CL044,Café Ruta 11 ,Puebla,Centro,Autoservicio,Valeria Solís,SKU004,Café Premium Molido 250g,Premium,23,118,0.1301,102.65,2714,2360.95,238.19,0,Entregado con atraso,
PED010856,2025-10-05,2025-10-08,CL029,Tiendas Urbanas MX,Ciudad de México,Centro,Autoservicio,Iván Durán,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,94,96,0.0546,90.76,9024,8531.44,745.59,1,Entregado a tiempo,
